Author;AuthorULAN;AuthorULANLabel;AuthorNationality;BiographyLabel;AuthorBirth;AuthorDeath;AuthorBirthLong;AuthorBirthLat;AuthorDeathLong;AuthorDeathLat;AuthorBirthCity;AuthorDeathCity;CountModifiers;CountModifiers_Contact;CountModifiers_Neighbours;CountWorks;CountWorks_Modified;CountWorks_Contact;CountWorks_Neighbours;PercWorks_Modified;PercWorks_Contact;PercWorks_Neighbours
MULLER Jan Harmensz;ulan:500015311;Muller, Jan Harmensz;Dutch (culture or style);Dutch printmaker, 1571-1628;1571.0;1628.0;4.916667;52.35;4.916667;52.35;Amsterdam;Amsterdam;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
HEER Willem de-;ulan:500010921;Heer, Willem de;Dutch (culture or style);Dutch painter, 1638-1681;1638.0;1681.0;;;;;;;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
PANNONIO Michele;ulan:500032547;Pannonio, Michele;Hungarian;Hungarian painter, ca. 1400-after 1464, active in Italy;1390.0;1464.0;;;11.583333;44.833333;;Ferrara;1.0;1.0;0.0;5.0;1.0;1.0;0.0;0.2;0.2;0.0
BASSANO Giambattista;ulan:500025217;Bassano, Giambattista;Italian (culture or style);Italian painter, 1553-1613;1553.0;1613.0;11.733333;45.766667;11.733333;45.766667;Bassano del Grappa;Bassano del Grappa;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
MALACARNE Bartolomeo;ulan:500004537;Malacarne, Bartolomeo;Italian (culture or style);Italian architect, 1782-1842;1782.0;1842.0;;;;;;;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
KLEE Paul;ulan:500010493;Klee, Paul;Swiss;Swiss painter, draftsman, and printmaker, 1879-1940;1879.0;1940.0;7.448956;47.020946;8.803673;46.173916;Bern-Mittelland administrative district;Distretto di Locarno;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
STRAZZA Giovanni;ulan:500025715;Strazza, Giovanni;Italian (culture or style);Italian sculptor, 1818-1875;1818.0;1875.0;;;;;;;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
MANSKIRCH Gottfried Bernhard;ulan:500019863;Manskirch, Bernhard Gottfried;German (culture, style, period);German painter, 1736-1817;1736.0;1817.0;;;;;;;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
VALESIO Giovanni Luigi;ulan:500031761;Valesio, Giovanni Luigi;Italian (culture or style);Italian painter, printmaker, and poet, 1583-1650;1583.0;1650.0;;;;;;;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
ROCCO Emanuele;ulan:500324978;Rocco, Emanuele;Italian (culture or style);Italian architect, 1852-1922;1852.0;1922.0;14.25;40.833333;14.25;40.833333;Naples;Naples;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
PASSERI Andrea;ulan:500060943;Passeri, Andrea de;Italian (culture or style);Italian glass painter and woodcarver, active 1487-1511;1447.0;1547.0;;;;;;;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
FILIPPINI Francesco;ulan:500105715;Filippini, Francesco;Italian (culture or style);Italian painter, 1853-1895;1853.0;1895.0;10.25;45.55;9.2;45.466667;Brescia;Milan;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
TASSEL Jean;ulan:500022968;Tassel, Jean;French (culture or style);French painter, 1608-1667;1608.0;1667.0;5.332966000000001;47.85896;5.332966000000001;47.85896;Langres;Langres;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
COMODI Andrea;ulan:500002486;Commodi, Andrea;Italian (culture or style);Italian painter, 1560-1638;1560.0;1638.0;;;;;;;1.0;1.0;0.0;5.0;1.0;1.0;0.0;0.2;0.2;0.0
BATTAGIO Giovanni;ulan:500093326;Battaggio, Giovanni;Italian (culture or style);Italian architect, active 1465-1493;1425.0;1525.0;;;;;;;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
ERNST Max;ulan:500115729;Ernst, Max;German (culture, style, period);German painter, sculptor, and author, 1891-1976;1891.0;1976.0;6.9;50.833333;2.333333;48.866667;Brühl;Paris;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
SCATTOLA Ferruccio;ulan:500000574;Scattola, Ferruccio;Italian (culture or style);Italian painter, 1873-1950;1873.0;1973.0;12.326667;45.438611;;;Venice;;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
PETITI Enrico;ulan:500186792;Petiti, Enrico;Italian (culture or style);Italian architect, 1832-1898;1832.0;1898.0;7.666666999999999;45.05;7.666666999999999;45.05;Turin;Turin;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
BUSATI Luca Antonio;ulan:500011581;Buscatti, Luca Antonio;Italian (culture or style);Italian painter, active 1514-1516;1471.0;1571.0;;;;;;;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
PERELLE Gabriel;ulan:500018864;Perelle, Gabriel;French (culture or style);French printmaker and painter, ca. 1603-1677;1593.0;1677.0;;;2.333333;48.866667;;Paris;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
voS Cornelis de;ulan:500022702;Vos, Cornelis de;Flemish (culture or style);Flemish painter, ca. 1584-1651;1580.0;1651.0;4.05;51.283333;4.401514;51.213886;Hulst;Antwerp;1.0;1.0;0.0;5.0;1.0;1.0;0.0;0.2;0.2;0.0
SWEERTS Michiel;ulan:500026983;Sweerts, Michael;Flemish (culture or style);Flemish painter, 1618-1664, active in Italy, Syria, and India;1618.0;1664.0;4.3333330000000005;50.833333;73.916667;15.5;Saint-Gilles - Sint-Gillis;Tiswadi;1.0;1.0;0.0;5.0;1.0;1.0;0.0;0.2;0.2;0.0
DECAMPS Alexandre Gabriel;ulan:500022285;Decamps, Alexandre-Gabriel;French (culture or style);French painter and printmaker, 1803-1860;1803.0;1860.0;2.333333;48.866667;2.700199;48.405367;Paris;Fontainebleau;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
BLOOTELING Abraham;ulan:500019203;Blooteling, Abraham;Dutch (culture or style);Dutch printmaker and draftsman, 1640-1690;1640.0;1690.0;4.916667;52.35;4.916667;52.35;Amsterdam;Amsterdam;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
ONOFRI Vincenzo;ulan:500018668;Onofri, Vincenzo;Italian (culture or style);Italian sculptor, active 1493-1524;1463.0;1554.0;;;;;;;1.0;1.0;0.0;5.0;2.0;2.0;0.0;0.4;0.4;0.0
MATAS Niccolo;ulan:500020092;Matas, Niccolò;Italian (culture or style);Italian architect and writer, 1798-1872;1798.0;1872.0;13.5;43.633333;11.25;43.766667;Ancona;Florence;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
MORETTI Cristoforo;ulan:500004370;Moretti, Cristoforo;Italian (culture or style);Italian painter, active 1450-1475;1410.0;1510.0;;;;;;;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
DOBSON William;ulan:500023117;Dobson, William;British (modern);English painter, 1611-1646;1611.0;1646.0;-0.093145;51.514248;-0.093145;51.514248;City of London;City of London;1.0;1.0;0.0;5.0;1.0;1.0;0.0;0.2;0.2;0.0
PIETRO DI MINIATO;ulan:500002401;Pietro di Miniato;Italian (culture or style);Italian painter, 1366-ca. 1450;1366.0;1460.0;11.25;43.766667;;;Florence;;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
BERGMULLER Johann Georg;ulan:500006453;Bergmüller, Johann Georg;German (culture, style, period);German painter and teacher, 1688-1762;1688.0;1762.0;10.633333;48.066667;10.883333;48.366667;Türkheim;Augsburg;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
GRAZZINI Gaetano;ulan:500085809;Grazzini, Gaetano;Italian (culture or style);Italian sculptor, 1786-1858;1786.0;1858.0;;;;;;;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
CHIESA Silvestro;ulan:500032409;Chiesa, Silvestro;Italian (culture or style);Italian painter, baptized 1625, died 1657;1625.0;1657.0;8.95;44.416667;8.95;44.416667;Genoa;Genoa;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
PECORARI Francesco;ulan:500186526;Pecorari, Francesco;Italian (culture or style);Italian architect and sculptor, active 1330-1336;1300.0;1399.0;;;;;;;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
SCHNORR v Karolsfeld Julius;ulan:500002319;Schnorr von Carolsfeld, Julius;German (culture, style, period);German painter, 1794-1872;1794.0;1872.0;12.4167;51.3333;13.75;51.05;Leipzig;Dresden;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
MAGINI Carlo;ulan:500021381;Magini, Carlo;Italian (culture or style);Italian painter, 1720-1806;1720.0;1806.0;13.016667;43.833333;13.016667;43.833333;Fano;Fano;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
RODE Chr Bernhard;ulan:500027314;Rode, Christian Bernhard;German (culture, style, period);German painter, draftsman, and etcher, 1725-1797;1725.0;1797.0;13.4;52.516667000000005;13.4;52.516667000000005;Berlin;Berlin;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
FEININGER Lionel;ulan:500115308;Feininger, Lyonel;American (North American);German painter, illustrator, and teacher, 1871-1956, active in Germany and America;1871.0;1956.0;-74.0;40.7;-74.0;40.7;New York;New York;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
BEHAM Barthel;ulan:500010818;Beham, Barthel;German (culture, style, period);German engraver, 1502-1540;1502.0;1540.0;11.068333;49.447778;;;Nuremberg;;1.0;1.0;0.0;5.0;1.0;1.0;0.0;0.2;0.2;0.0
LASZLO' Fulop;ulan:500023836;Laszlo, Philip Alexius de;Hungarian;Hungarian painter, 1869-1937, active in England;1869.0;1937.0;19.05;47.5;;;Budapest;;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
BERCKHEYDE Gerrit;ulan:500021923;Berckheyde, Gerrit Adriaensz.;Dutch (culture or style);Dutch printmaker and painter, 1638-1698;1638.0;1698.0;4.65;52.366667;4.65;52.366667;Haarlem;Haarlem;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
PRETE Vittore;ulan:500110091;Vittore Prete;Greek (modern);Greek artist, active 17th century;1630.0;1730.0;;;;;;;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
FIASELLA Domenico;ulan:500025199;Fiasella, Domenico;Italian (culture or style);Italian painter, 1589-1669;1589.0;1669.0;9.966667;44.116667;8.95;44.416667;Sarzana;Genoa;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
LECLERC Sebastien;ulan:500009526;Leclerc, Sebastien II;French (culture or style);French painter, 1676-1763;1676.0;1763.0;;;;;;;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
DALLE DESTRE Vincenzo;ulan:500004879;Destre, Vincenzo dalle;Italian (culture or style);Italian painter, active from 1488, died before 1543;1458.0;1543.0;12.245;45.666667;;;Treviso;;1.0;0.0;1.0;6.0;1.0;0.0;1.0;0.16666666666666666;0.0;0.16666666666666666
CASTIGLIONI Giannino;ulan:500096596;Castiglioni, Giannino;Italian (culture or style);Italian medalist and sculptor, 1884-1971;1884.0;1971.0;9.2;45.466667;9.3;45.95;Milan;Lierna;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
TERBRUGGHEN Hendrick;ulan:500029568;Brugghen, Hendrick ter;Netherlandish;Dutch painter and draftsman, 1588-1629;1588.0;1629.0;4.3;52.083333;5.133333;52.083333;The Hague;Utrecht;1.0;1.0;0.0;5.0;3.0;3.0;0.0;0.6;0.6;0.0
SANDRART Johann Jacob von;ulan:500011465;Sandrart, Johann Jakob von;German (culture, style, period);German draftsman and printmaker, 1655-1698;1655.0;1698.0;12.095556;49.015;11.068333;49.447778;Regensburg;Nuremberg;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
MATURINO;ulan:500003257;Maturino da Firenze;Italian (culture or style);Italian painter, died ca.1528;1490.0;1527.0;;;;;;;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
PENNI Luca;ulan:500115489;Penni, Luca;Italian (culture or style);Italian designer and painter, born 1500/1504, died 1577;1500.0;1557.0;11.25;43.766667;2.333333;48.866667;Florence;Paris;1.0;1.0;0.0;5.0;2.0;2.0;0.0;0.4;0.4;0.0
TACCONI Francesco;ulan:500029074;Tacconi, Francesco di Giacomo;Italian (culture or style);Italian painter, active 1458-1500;1418.0;1518.0;;;;;;;1.0;1.0;0.0;5.0;4.0;4.0;0.0;0.8;0.8;0.0
BROGGI Giovanni;ulan:500104646;Broggi, Giovanni;Italian (culture or style);Italian sculptor, 1853-1919;1853.0;1919.0;;;;;;;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
MARIANI Cesare;ulan:500015980;Mariani, Cesare;Italian (culture or style);Italian painter, architect, and etcher, 1826-1901;1826.0;1901.0;12.483333;41.9;12.483333;41.9;Rome;Rome;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
FABIANI Federico;ulan:500052679;Fabiani, Federico;Italian (culture or style);Italian sculptor, born ca. 1835;1830.0;1930.0;;;;;;;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
OSTERWALD G;ulan:500026569;Osterwald, Georg;German (culture, style, period);German painter and engraver, 1803-1884;1803.0;1884.0;9.083333;52.183333000000005;6.95;50.933333000000005;Rinteln;Cologne;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
JADOT Jean- Nicolas;ulan:500000135;Jadot, Jean Nicolas, Baron de Ville-Issey;French (culture or style);French architect, 1710-1761;1710.0;1761.0;6.495426;48.591172;;;Lunéville;;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
DENNER Balthasar;ulan:500012324;Denner, Balthasar;German (culture, style, period);German painter, 1685-1749;1685.0;1749.0;;;;;;;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
MARCHIONNI Carlo;ulan:500023478;Marchionni, Carlo;Italian (culture or style);Italian architect, sculptor, and draftsman, 1702-1786;1702.0;1786.0;12.483333;41.9;12.483333;41.9;Rome;Rome;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
HONTHORST Willem;ulan:500004243;Honthorst, Willem van;Dutch (culture or style);Dutch painter, 1594-1666;1594.0;1666.0;5.133333;52.083333;5.133333;52.083333;Utrecht;Utrecht;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
BOSCHI Antonio;ulan:500042223;Boschi, Antonio;Italian (culture or style);Italian engineer, active 20th century;1871.0;2060.0;;;;;;;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
MONNIER Henry;ulan:500031432;Monnier, Henry;French (culture or style);French lithographer, caricaturist, and draftsman, 1799 or 1805-1877;1799.0;1877.0;;;;;;;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
RAINALDI Girolamo;ulan:500009019;Rainaldi, Girolamo;Italian (culture or style);Italian architect, 1570-1655;1570.0;1655.0;;;;;;;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
ARGENTI Giosuè;ulan:500032105;Argenti, Giosuè;Italian (culture or style);Italian sculptor, 1819-1901;1819.0;1901.0;;;;;;;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
WRIGHT OF DERBY Joseph;ulan:500029777;Wright, Joseph;British (modern);English painter, 1734-1797;1734.0;1797.0;-1.5;52.933333;-1.5;52.933333;Derby;Derby;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
MELIORE TOSCANO;ulan:500013743;Meliore di Jacopo;Italian (culture or style);Italian painter, active ca. 1239-1284;1209.0;1294.0;;;;;;;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
RUTELLI Mario;ulan:500105042;Rutelli, Mario;Italian (culture or style);Italian sculptor, 1850-1941;1850.0;1941.0;;;;;;;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
TALLONE Cesare;ulan:500032230;Tallone, Cesare;Italian (culture or style);Italian painter, 1853-1919;1853.0;1919.0;8.5;44.283333;9.2;45.466667;Savona;Milan;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
ZANINO Giulio;ulan:500057859;Zanino, Giulio;Italian (culture or style);Italian;1.0;2090.0;;;;;;;1.0;1.0;0.0;5.0;3.0;3.0;0.0;0.6;0.6;0.0
NOCI Arturo;ulan:500015955;Noci, Arturo;Italian (culture or style);Italian painter, 1874-1953;1874.0;1953.0;;;;;;;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
SOLARI Tommaso;ulan:500027902;Solari, Tommaso;Italian (culture or style);Italian sculptor, died 1779;1679.0;1779.0;;;;;;;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
MORISOT Berthe;ulan:500029669;Morisot, Berthe;French (culture or style);French painter, 1841-1895;1841.0;1895.0;2.4;47.083333;2.333333;48.866667;Bourges;Paris;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
HEEMSKERK Egbert van;ulan:500027304;Heemskerck, Egbert Van;Dutch (culture or style);Dutch painter, born 1634 or 1635, died 1704, also active in England;1634.0;1704.0;4.65;52.366667;-0.093145;51.514248;Haarlem;City of London;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
BELLONI Giuseppe;ulan:500299761;Belloni, Giuseppe;Italian (culture or style);Italian painter, active 1645-1676;1605.0;1705.0;;;;;;;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
CINGANELLI Michelangelo;ulan:500007014;Cinganelli, Michelangelo;Italian (culture or style);Italian painter and draftsman, ca. 1558-1635;1548.0;1635.0;11.316667;43.783333;11.25;43.766667;Florence;Florence;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
SORMANI Leonardo;ulan:500110292;Sormani, Leonardo;Italian (culture or style);Italian sculptor, before 1530-after 1589;1520.0;1600.0;;;;;;;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
FETTI Giovanni di Francesco;ulan:500046330;Fetti, Giovanni di Francesco;Italian (culture or style);Italian sculptor, architect, active 1355-1386;1325.0;1416.0;;;;;;;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
GRUE Francesco Antonio;ulan:500121913;Grue, Francesco Antonio;Italian (culture or style);Italian maiolica painter, 1618-1673;1618.0;1673.0;;;;;;;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
MANTOVANI Alessandro;ulan:500156909;Mantovani, Alessandro;Italian (culture or style);Italian artist, 1814-1892;1814.0;1892.0;;;;;;;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
FLANDES (de) Juan;ulan:500029962;Flandes, Juan de, the elder;Netherlandish;Hispano-Flemish painter, ca. 1465-1519;1460.0;1519.0;;;-4.533333;42.016667;;Palencia;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
HEWETSON Christopher;ulan:500050358;Hewetson, Christopher;Irish;Irish sculptor, ca. 1736-1798;1730.0;1789.0;-7.137222;52.526667;12.483333;41.9;County Kilkenny;Rome;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
BONOMINO Paolo Vincenzo;ulan:500025019;Borromini, Paolo Vincenzo;Italian (culture or style);Italian painter, 1757-1839;1757.0;1839.0;9.716667;45.683333000000005;9.716667;45.683333000000005;Seriate;Seriate;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
FLACCO Orlando;ulan:500012490;Flacco, Orlando;Italian (culture or style);Italian painter, ca.1530-ca.1592;1520.0;1602.0;;;;;;;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
LAVERY John;ulan:500000428;Lavery, John;Irish;Irish painter, 1856-1941;1856.0;1941.0;-5.933333;54.583333;-7.252222;52.654167;Belfast;County Kilkenny;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
KOBELL Hendrik;ulan:500027479;Kobell, Hendrik;Dutch (culture or style);Dutch draftsman, painter, and etcher, 1751-1779;1751.0;1779.0;4.5;51.916667;4.5;51.916667;Rotterdam;Rotterdam;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
TOSI Arturo;ulan:500009284;Tosi, Arturo;Italian (culture or style);Italian painter, draftsman, and pastelist, 1871-1956;1871.0;1956.0;8.85;45.616667;9.2;45.466667;Busto Arsizio;Milan;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
VASCONI Filippo;ulan:500004802;Vasconi, Filippo;Italian (culture or style);Italian engraver and architect, ca. 1687-1730;1677.0;1730.0;12.483333;41.9;12.483333;41.9;Rome;Rome;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
TOSCHI Pier Francesco;ulan:500016258;Foschi, Pier Francesco;Italian (culture or style);Italian painter, 1502-1567;1502.0;1567.0;;;;;;;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
HOLLAND James;ulan:500032785;Holland, James;British (modern);English painter, 1799-1870;1799.0;1870.0;-2.0;52.833333;-0.093145;51.514248;Stafford;City of London;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
CLAESZ Aert;ulan:500009793;Claesz., Aert;Dutch (culture or style);Netherlandish painter, 1498-1564;1498.0;1564.0;4.5;52.15;4.5;52.15;Leiden;Leiden;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
BOSSE Abraham (?);ulan:500031187;Bosse, Abraham;French (culture or style);French printmaker, 1602-1676;1602.0;1676.0;;;;;;;1.0;1.0;0.0;5.0;5.0;5.0;0.0;1.0;1.0;0.0
VOIS Ary de;ulan:500022148;Vois, Arie de;Dutch (culture or style);Dutch painter and draftsman, born 1631 or 1632, died 1680;1631.0;1680.0;5.133333;52.083333;4.5;52.15;Utrecht;Leiden;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
BOSA Antonio;ulan:500043609;Bosa, Antonio;Italian (culture or style);Italian sculptor, 1780-1845;1780.0;1845.0;;;;;;;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
GIOVANNI DI SIMONE;ulan:500019563;Giovanni di Simone;Italian (culture or style);Italian architect, died 1284;1230.0;1300.0;;;;;;;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
RIVALZ Antoine;ulan:500022048;Rivalz, Antoine;French (culture or style);French painter and printmaker, 1667-1735;1667.0;1735.0;1.433188;43.599516;1.433188;43.599516;Toulouse;Toulouse;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
ALIPRANDI Michelangelo;ulan:500027670;Aliprandi, Michelangelo;Italian (culture or style);Italian painter, died after 1589;1499.0;1599.0;;;;;;;1.0;1.0;0.0;5.0;1.0;1.0;0.0;0.2;0.2;0.0
JOHN Augustus Edwin;ulan:500018892;John, Augustus;British (modern);Welsh painter, 1878-1961;1878.0;1961.0;-4.709722;51.673056;-1.8;50.933333000000005;Tenby;New Forest;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
FIAMBERTI Tommaso;ulan:500010016;Fiamberti, Tommaso;Italian (culture or style);Italian sculptor, active 1498, died 1524 or 1525;1450.0;1525.0;;;12.249722;44.143333;;Cesena;2.0;1.0;1.0;6.0;2.0;1.0;1.0;0.3333333333333333;0.16666666666666666;0.16666666666666666
BRIZZI Serafino;ulan:500014923;Brizzi, Serafino;Italian (culture or style);Italian painter and draftsman, 1684-1737;1684.0;1737.0;11.351;44.507;;;Bologna;;2.0;2.0;0.0;5.0;2.0;2.0;0.0;0.4;0.4;0.0
BOSSI Giuseppe;ulan:500012413;Bossi, Giuseppe;Italian (culture or style);Italian painter, 1777-1815;1777.0;1815.0;8.85;45.616667;9.2;45.466667;Busto Arsizio;Milan;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
MARUCELLI Paolo;ulan:500322208;Maruscelli, Paolo;Italian (culture or style);Italian architect, 1596-1649;1596.0;1649.0;;;;;;;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
KALFF Willem;ulan:500006439;Kalf, Willem;Dutch (culture or style);Dutch painter, 1619-1693;1619.0;1693.0;4.5;51.916667;4.916667;52.35;Rotterdam;Amsterdam;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
MONTE DI GIOVANNI o Monte del Fora;ulan:500015139;Monte di Giovanni del Fora;Italian (culture or style);Italian illuminator, painter, and mosaicist, born 1448, died 1532-1533;1448.0;1533.0;11.25;43.766667;;;Florence;;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
GHEYN Jacob II (de-);ulan:500115191;Gheyn, Jacques de, II;Dutch (culture or style);Dutch draftsman, painter, and engraver, 1565-1629;1565.0;1629.0;4.401514;51.213886;-0.093145;51.514248;Antwerp;City of London;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
PENICAUD Nardon;ulan:500067558;Pénicaud, Nardon;French (culture or style);French enameler, born before 1470, died 1542 or 1543;1470.0;1543.0;;;;;;;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
CARDISCO Marco;ulan:500006131;Cardisco, Marco;Italian (culture or style);Italian painter, ca.1486-1542;1476.0;1542.0;;;;;;;1.0;1.0;0.0;5.0;4.0;4.0;0.0;0.8;0.8;0.0
TINTI Giovanni Battista;ulan:500011398;Tinti, Giambattista;Italian (culture or style);Italian painter, 1558-1604;1558.0;1604.0;10.333333;44.8;10.333333;44.8;Parma;Parma;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
HALLE Noel;ulan:500015087;Hallé, Noël;French (culture or style);French painter and printmaker, 1711-1781;1711.0;1781.0;2.333333;48.866667;2.333333;48.866667;Paris;Paris;1.0;1.0;0.0;5.0;1.0;1.0;0.0;0.2;0.2;0.0
IMPERIALI;ulan:500019145;Fernandi, Francesco;Italian (culture or style);Italian painter, 1679-1740;1679.0;1740.0;9.2;45.466667;12.483333;41.9;Milan;Rome;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
HEISS Johann;ulan:500014458;Heiss, Johann;German (culture, style, period);German painter, 1640-1704;1640.0;1704.0;;;;;;;1.0;1.0;0.0;5.0;2.0;2.0;0.0;0.4;0.4;0.0
STORER Johann Christoph;ulan:500006328;Storer, Johann Christoph;German (culture, style, period);German painter and printmaker, ca. 1611-1671;1601.0;1671.0;;;;;;;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
POUPELET Jane;ulan:500042088;Jane Poupelet;French (culture or style);French sculptor, 1878-1932;1878.0;1932.0;;;;;;;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
